Dimension;Transcription
Other;should it be on a bigger level?
Other;should it be on a kind of big level or is it sufficient to just have a number of intersections with roads connecting them in terms of class relationships i mean.
Other;should we do a drawing for that
Other;so what was the question?
Other;so whatís the difference between the visual map and the rad layout
Other;so you just mean the attributes regarding sensor and the assigned traffic lights and traffic behavior?
Other;the only thing that is actually set is the density per road what would that view contain?
Other;the question is what do you want to do as a designer?
Other;the question is what is a road?
Other;what do you mean bigger level?
Other;what do you mean by moving the intersection?
Other;what do you want to say?
Other;what is it?
Other;what is the traffic class actually representing
Other;what more do we have as part of the intersection?
Other;what was it
Other;what was it?
Other;what was your point?
Other;what were you thinking?
Other;where did you write?
Other;why what? the part i donít get is why we donít have traffic density.
Other;would that not be a property of the intersection?
Other;yes, i mean my main point is what would be part of that view?
Other;yes, so anything else?
Other;you asked if we have another attribute for intersection?
Other;you mean attributes describing the geometrical positioning of everything?
Other;you mean each traffic light?
Conversation Management;what was it?
Conversation Management;what was your point?
Conversation Management;what were you thinking?
Conversation Management;where did you write?
Conversation Management;why what? the part i donít get is why we donít have traffic density.
Conversation Management;would that not be a property of the intersection?
Conversation Management;yes, i mean my main point is what would be part of that view?
Conversation Management;yes, so anything else?
Conversation Management;you asked if we have another attribute for intersection?
Conversation Management;you mean attributes describing the geometrical positioning of everything?
Conversation Management;you mean each traffic light?
Conversation Management;but the question is where we put something to zoom in and out. perhaps in the same way it is done in the whiteboard softwa
Conversation Management;do they have to?
Conversation Management;do we assume that the cars always drive straight ahead or maybe, because otherwise we would need to differentiate between roads that turn to the right, roads that turn to the left, just ahead
Conversation Management;do we have to do something
Conversation Management;in the four?
Conversation Management;is there a certain reason for you drawing this options of like roads or traffic signs to the right hand side of the window?
Conversation Management;is this how they set, did you mean, by adding car symbols?
Conversation Management;ow to control the flow.
Conversation Management;so, ok, what kind of options should we have?
Conversation Management;what do you mean?
Conversation Management;what would be the best procedure to start with.
Conversation Management;which other one
Conversation Management;yeah, which one starts, yeah exactly, which one is triggered first, thatís what you mean?
Conversation Management;yeah, you mean that we somehow connect them?
Conversation Management;you mean the signals of the same intersection
Conversation Management;you wouldnít provide some kind of element to draw intersections immediately but rather focus on drawing streets and then for like crossing streets we then have intersections that should be detected automatically?
Conversation Management;do we care?
Conversation Management;really
Conversation Management;but we have the roads.
Conversation Management;huh? road traffic?
Conversation Management;really?
Conversation Management;sorry
Conversation Management;sorry?
Conversation Management;what am i doing wrong?
Conversation Management;7right?
Conversation Management;a queue of cars.
Conversation Management;a specific car?
Conversation Management;does that seem reasonable?
Conversation Management;goes from blue to orange right?
Conversation Management;intersection?
Conversation Management;is that true?3well
Conversation Management;is that what your saying
Conversation Management;okay?
Conversation Management;once again, it's per tick right
Conversation Management;one car per tick
Conversation Management;onramp right?
Conversation Management;pretty simple guy though right
Conversation Management;right
Conversation Management;right.
Conversation Management;right?
Conversation Management;toanalytics right?
Conversation Management;yeah,
Conversation Management;and this is a real?time table?
Conversation Management;are you saying there's actually a car out there
Conversation Management;but not every car that starts at c would do that?
Conversation Management;did it saythat?
Conversation Management;how do you report the final results?
Conversation Management;so it has four approaches at most?
Conversation Management;so you want to leave one of these constant and change theother.
Conversation Management;this is cars?
Conversation Management;you can buildmultiple simulations on this map
Conversation Management;you know?
Conversation Management;you say, i want 50 cars like this.
Conversation Management;you think?
Conversation Management;do we really want that
Conversation Management;is it safe from stuff like that
Conversation Management;is that really the only thing?
Conversation Management;kind of?
Conversation Management;so can you hit all the green
Conversation Management;this is on the road isn't it
Conversation Management;well?
Conversation Management;does that fit to you view as well?
Conversation Management;a sketch for the interface?
Conversation Management;did you remove it?
Conversation Management;do you understand my point?
Conversation Management;have you seen what iím drawing on my side?
Conversation Management;how much time is left? 10.30?
Conversation Management;is it okay in that state?
Conversation Management;is it okay?
Conversation Management;is my handwriting okay?
Conversation Management;is that big enough?
Conversation Management;is that okay?
Conversation Management;remove everything
Conversation Management;right? is that correct?
Conversation Management;should i start?
Conversation Management;that will be the timing scheme?
Conversation Management;which is if we go to the visual item and have the map is okay, isnít it?
Conversation Management;why we move the intersection you mean?
Conversation Management;would that be okay?
Conversation Management;you can read it?
Conversation Management;you mean each traffic light?
Conversation Management;you see my line?
Conversation Management;you can read it?
Conversation Management;you mean each traffic light?
Conversation Management;you see my line?
Conversation Management;alright?
Conversation Management;because orange is both, preparing to start, well how does it work, and then it is also hinting that soon it will be red, right?
Conversation Management;but do you mean like this?
Conversation Management;but they will always be the same, right?
Conversation Management;can you remember, did the task description say something concerning this
Conversation Management;did you hear rodi?
Conversation Management;did you turn of the screen recording?
Conversation Management;do you get what i mean?
Conversation Management;i was thinking if we should have triggers as you said i mean of the signals.
Conversation Management;is it right?
Conversation Management;ok?
Conversation Management;or what do you think?
Conversation Management;right
Conversation Management;right?
Conversation Management;shall i give it a try?
Conversation Management;should be able to set that one?
Conversation Management;so we keep that?
Conversation Management;so you mean if the user uses the intersection symbol, then it would automatically create the traffic light in a specific way.
Conversation Management;ulation, i mean, letís just assume that, to safe some complicity that we will start with, that we only have this simple intersection and we start the simulation and this car makes this and there is no car, it would actually start with a green fix at this traffic light, right?
Conversation Management;with the sensors or?
Conversation Management;with this slidebar at the bottom, or so something like this
Conversation Management;you know what i mean?
Conversation Management;you mean that user doesnít have to draw it anyway, but that the software would detect it and then say ok, you draw an intersection, i will add traffic lights on my own
Conversation Management;assess the load on an9intersection
Conversation Management;get a little more sophisticated.
Conversation Management;i guess the other thing that would be--the other big piecehere is analytics,
Conversation Management;let's go back to the model6for a second
Conversation Management;maybe we can peg that for the moment and introducethat as we flush this out
Conversation Management;maybe we can use this space.
Conversation Management;okay this is getting morecomplicated
Other;is it the traffic of the whole system or the traffic of a single road
Other;is there a speed limit of the road or the actual velocity of the car going through the road because that might not be the same.
Other;it should also have traffic lights as an association i guess
Other;it should be four, or actually it should be two.
Other;itís better that we make an overall abstract statement in the time
Other;later on we could also have this for the purposes you have described that all the attributes of the car like length or speed could influence the traffic at all.
Other;maybe i would actually draw traffic as a completely separate entity
Other;okay, so i put the velocity here.
Other;one of these is always connected to the road which would be enough.
Other;one traffic light should have a single intersection, right?
Other;road was for me another class.
Other;so here it is an intersection with traffic lights, which are from our understanding four, but letís say in general it could be a star
Other;so i would add a visual item
Other;so it could also be that intersection is just an subclass of endpoint
Other;so this is just internals, maybe we need something more in terms of the visualization.
Other;the relation between traffic and road like a star, you could have this traffic item in the kind of library and just make it drag and drop to specific roads or endpoints that you can reuse the definition
Other;the system is working, then additional things will be requested and itís better to have it already separated instead of putting all in one class
Other;the timing behavior would be something related to traffic lights.
Other;then we have four of those
Other;then we have the model, we have the view, but we donít have the controller
Other;traffic here, traffic lights and then we add the timing behavior
Other;we are going for a more model-view-controller pattern or something like that maybe we want to separate the visualization
Other;we donít need a traffic class.
Other;we have a map, some formal map, we have some formal representation of an intersection.
Other;what is the traffic class actually representing
Other;yes i would keep the traffic class also for reuse purposes
Other;you could also do something like, letís say we have a traffic and this would have the cars with whatever attributes.
Other;i guess i should put wait time here, capacity here.
Other;also maybe analyze the load on an intersection for road, fora particular road
Other;and so, should we say the initial state would be this lightsgreen and this lights green.
Other;and that also maybe also [inaudible] as the right hand turn
Other;and then depending on 3what type of car, you queue it up on the lane.
Other;because i think observegets into the analytics
Other;but i think that would become a bit spaghetti
Other;cuz that's something
Other;here, maybe we should do it a little moreformally
Other;i guess aspects of parameters of the simulation, really
Other;i guess in our view that's not always true
Other;i guess the only last thing isthere are cars that are created by the--cars that are createdessentially by the cop and introduced into onramp roads.and they have certain states, we've said.
Other;i guess the other thing that would be--the other big piecehere is analytics,
Other;i think we canassume we have a video camera rolling and we can gothrough the other scenarios
Other;i'm thinking that would be implicit inthe sense that i drag a road vertical, and i drag a roadhorizontal and the geometric--
Other;i'm wondering with half an hour left if we need to thinkabout how to--
Other;it might not even matter so much in that
Other;it's almost like you need to traffic cop, right, traffic copcontroller
Other;it's like there's a network kind of as well saying, okaywell we--i have, this line here says for each road in thesimulation do something.
Other;maybe this is this card, this push notion right now and just ahand wave and have it happening in a global sense
Other;maybe we randomize the--at a pop and push. wealso then randomize the actual direction of the car.
Other;now left-êturn is a little more special
Other;one thing we could simplify is, in order to get--because thismatters
Other;say start with a model and start with the simplestmodel to get the simplest intersection flowing with cars andtiming
Other;so i guess then [inaudible] is no pop
Other;so maybe we should run through some,you know, how pictures will change from one moment oftime to another and think about how the software wouldcreate those pictures maybe.
Other;so what i'm thinking is maybe there's arandom number generator here that has two inputs of likebasically the probability, right
Other;so, let's say delta one tic maybe or something
Other;speed of the car
Other;the cop, let's do--so it has sort of rules
Other;there's rules governing if you have two carsgoing into the same road, which goes first per tick,
Other;those are randomly generated, and maybe thetype of car has a random output
Other;we could make this pretty simple
Other;whether it has a sensor, and maybe some logic around--sortof setting in the rules we need some sort of rule editor
Other;would that be a property of the car onthe current wait time or something like that
Other;yeah maybe let's start with thenetwork
Other;yeah we could make it all horizontal and vertical roads soyou start on, off, on, off, intersection,
Other;we'll say you should getstarted on this much, we need to go and clarify this withprofessor e
Other;and also
Other;and it also seems like
Other;and then we have some way of saying
Other;but also i think
Other;deally, thesystem should be able to
Other;either
Other;erhaps theres
Other;i could see in subsequent versions
Other;i feel likeyou should have to specify only maybe two directions orsomething
Other;i guess
Other;i guess that's all.
Other;i just think
Other;i like it better down there
Other;i mean we couldjust say, you know, the distance between 1st street and 2ndstreet is this,
Other;i think
Other;i think from the user's perspective
Other;i think that's an importantpart of it
Other;i think the intersections just occur.
Other;i think this
Other;i think we kind of covered all thethings we wrote up here
Other;i would go
Other;i would probably wantto be able to hover and somehow in?place edit
Other;i would say
Other;i'll tell you what's going to be interesting is these students,whether there's civil engineers but, you know they're doingcomputer science stuff, so their next step after this is to takethe software that you've been given and program the smartsinto it so that it can do the timing for you automatically.
Other;i'm entertaining this idea
Other;i'm still unhappy
Other;i'mguessing
Other;it almost seems like
Other;it also seems
Other;it does seemlike
Other;it might
Other;it might be
Other;it seems like here,
Other;ithink
Other;maybe
Other;maybe even you could
Other;maybe just click here
Other;maybe the way to approach
Other;maybe theres also
Other;maybe this is just a learning tool
Other;next release we'll let them add theirown fancy street names
Other;o i would take the map drawingas one thing
Other;okay so then we have a map
Other;right now i would just leave it
Other;so i think
Other;so it could be
Other;so why don't we start out
Other;t does seem like it would begood
Other;then i think
Other;there might be
Other;there was something about reducing wait?time and
Other;think
Other;think that
Other;this has to be like the main objec
Other;we build a flex application
Other;we could have
Other;we haven't really,this is where we find some conflict
Other;you know, in some ways it seems
Other;you know, we should think about that
Other;you need some control with the flow
Other;you'd set a rate
Other;i think, kind of the we would have to use[inaudible
Other;i thinkwe just go off the number of signals at each intersection.
Other;think one thing is that the controls have to modify the signaltimings and the sensors so we basically got to just basically sayhere's
Other;think that at that point,we don't really care.
Other;think there's another thing you captured here. there'sthese inputs. and the road can actually have or, you know.
Other;think we can make that first clean division
Other;think, is the model on which to build the end userapplication.
Other;i guess that dependency is really comes back to the signals
Other;i guess the issues that are going to come into play are
Other;i think it's a simplification
Other;i think it's just more consistent
Other;i think it's more of a collection of signals because
Other;i think its more of the number of cars in period of time
Other;i think really we care more about
Other;i think that these are the only ones that should be toggable
Other;i think the road's going to have to be a little bit smarter
Other;i think theintersection's going toÇ-basically its interface is looking at that,its going to say road give me left cars, give me straight cars, giveme right cars
Other;i think there's aÇ-should be [inaudible] this if not just two fulllanes
Other;i think they're pretty straightÇ-forwardobjects
Other;i think those were the main big players
Other;i think we have
Other;i'm saying this is probably the best assumption
Other;it seems like a, for this type of problem a good first attack is justkind of a, you know a data analysis
Other;so i think one of the things we'recoming out is the roadÇ-i don't know if it has lanes so much as ithas, you know left, straight, right.
Other;so let's go with the minimum so
Other;so maybe the data structure is set up where we don'tcare, i don't think we do care
Other;we can say iÇ-
Other;we might have to say add left caradd straight car, there might be more to the road i'm starting tothink.
Other;yeah i'm justÇ-do a flat file, sterilize it all
Other;you know, the leftcan go at the same time and then.
Other;i guess there needs to be a timer for
Other;i think itís useful,
Other;i think the sensors are on the road rather connecting the intersections rather than on the intersection
Other;it could be that this is roads specific
Other;i guess the map can stay there
Other;i guess there should be some statistics in terms of like the total throughput of the system or something like that. runtime statistics
Other;i guess timing behavior would be something in relation to traffic lights
Other;i mean the combination of possible roads would become a combinatorial exploration
Other;i mean the naÔve way to go about it would just start with a map and then assume that everything is a subset of a map.
Other;i mean they should contain information like density and optionally it may have speed limits and so on.
Other;i would say we have a visual item and that could be either road or traffic light or car
Other;it would be road property i think
Other;maybe we can also move it. maybe itís possible, i can try
Other;maybe we just keep this in mind and then itís fine
Other;maybe we should clarify that and say that there should be one traffic light at each entry point into the intersection
Other;maybe we should clarify that each entry point into the intersection
Other;maybe you want to calculate exactly how long it takes for a single car to go from one end to the other end of the map or something like that
Other;should we also include the velocity, the speed limits of the cars
Other;to the roads, not the intersections
Other;we could do such a thing
Other;we could have some kind of input traffic, but the traffic is already designed per road
Other;yes maybe road traffic
Other;yes, how much in detail thatís something we can discuss
Other;am trying to remember how thatís in real traffic
Other;at the start of the road you can create new cars or define the number of cars, whether they want to, changing it during the simulation
Other;but i think we need for, do we need this for one intersection
Other;but that, yeah, i mean, thatís the thing, they will always work in pairs, it doesnít matter if it is 3 or 1, that have a car, just that itís, i mean north and south, or up and down
Other;erhaps we have somewhat, five seconds orange, 30 seconds green
Other;i am thinking maybe we should have that in,
Other;i donít know, 10 cars per minute, or whatever way you want to define it then itís actually in this, in this certain interval it just produces new cars and shows new cars crossing the traffic lights, something like this
Other;i guess a common, atleast here in sweden is that the main road is always green if it doesnít detect anything coming from the crossing roads so the big road is always green but when thereís cars coming in from left or right it detects that and then it sets the main road to red so that they can join
Other;i guess we should have a play button for the simulation and when you hit that one, it starts with the one that is marked
Other;i mean it would be more fun to have turning
Other;i mean so every start of a road that has just starting is, i guess an entry point then and then you can set it on these, so here
Other;i think i would actually, like something like this that you can put some points on this and i donít know, a car spawner or whatever and say click on it and the you say another one, another one, another one so that the user can basically decide, where to put it and create as many cars as he likes to
Other;i think perhaps we can
Other;i think the more interesting and the more challenging part is behavior of the traffic lights
Other;i would like this to be an intersection automatically
Conversation Management;maybe itís enough to set those
Conversation Management;maybe we have a delay where nothing happens and then it just goes through the flow here and when that one is done it jumps to the up and down again, because as you said, up and down and left and right will be the same, right?
Conversation Management;mean depending on how it works, yeah, exactly, so do we have to prevent them to be both, they shouldnít be green at the same time, thatís an obvious one, but could they be orange at the same time but in different phases, one before it turns red and one before it turns green.
Conversation Management;mean the traffic lights look good now, i think
Conversation Management;mean, this one turning red, that one that we were talking about, could trigger the flow in this one
Conversation Management;o maybe it should be, only enters at end of roads somewhere
Conversation Management;ok itís a bad idea to arrange it according to the direction of the lane
Conversation Management;or should we just say here, here you just spawn cars, oh no, another way, here and here and here and here
Conversation Management;so i am thinking, how to represent the sequence because if you have it like that you can have like a box here or somewhere else which says, ok, this sequence is triggered by signal two becoming green.
Conversation Management;so i think perhaps we can just focus on the traffic light and the description of the behavior before we draw anything again
Conversation Management;so i think, whatís possible, correct me if you disCreative Conflict, it might be possible that there is no car on lane 1 and there are cars on lane 3, so just because no cars one lane 1 does mean that you can turn traffic light 2 to green, because if a car is at 3 then there might be an accident by this.
Conversation Management;so in this case it is like in 1 has no, 1 no car and three no car, so you can turn 2 and 4, i donít know, something like this.
Conversation Management;so once again before we can probably, or how is it done? we need to consider those, both traffic lights again so, so this one and this one, another simplified version
Conversation Management;so we do not need to, the user doesnít need to draw a new kind of symbol as similar to the net but itís
Conversation Management;so yo click on it and then you set that
Conversation Management;so, yeah, some way of indicating where it will start
Conversation Management;t they could just cross the traffic lights and also next to them
Conversation Management;that you define it in the user interface if you if you describe the behavior, perhaps like, i donít know. i mean it may just probably not, perhaps not a main for reference
Conversation Management;then letís say that maybe there is a delay before the other starts it sequence being orange and then
Conversation Management;then our system would need to detect this and put, i guess, switch this to, i donít know, orange or, i think itís a problem that you could draw, this problems my draw, something was wrong before, so we would probably need to change this to red light and then this to orange or green and this switching right.
Conversation Management;then you can say that ok this sequence is triggered by this signal turning green for example so when this other turns green then the sequence will go and then you can have
Conversation Management;we could actually draw some kind of car symbol there
Conversation Management;we just have to, like one traffic light at the beginning, something like this. so then we know for sure that the first car can drive up here, so some other car can also for 35 seconds at least.
Conversation Management;we say 45 and then i donít know, maybe we set orange afterwards as well, so this is that one that this, that one we talked about first, the one going down and up, when that one is red, this flow triggers, so it just goes back and forth and then maybe as you said
Conversation Management;yeah, main or start or whatever
Conversation Management;yes, a minimap
Conversation Management;you should be able to say how many cars per or something it should create
Conversation Management;i want to basically i want to controlaspects of the intersection
Conversation Management;probably need to talk to professor e alittle more about that.
Conversation Management;put it up there.
Conversation Management;want to draw something?
Conversation Management;what i would do is
Conversation Management;do you want to do it or should i continue?
Conversation Management;do you want to model as use case?
Conversation Management;i start with a map?
Conversation Management;maybe just call it tool box or something like that
Conversation Management;should we do a drawing for that or
Conversation Management;should we draw it in detail or do we just make a statement on what we have, what needs to be visualized, the roads, the traffic lights and the cars
Conversation Management;then i remove the drawings of the roads?
Conversation Management;we could do just a mock up if you like
Conversation Management;you want me to try? okay
Conversation Management;no, no go ahead.
Conversation Management;perhaps you can do the intersections
Conversation Management;was thinking, up to this point we'vesaid intersections contain the roads
Conversation Management;, it saysstudents must be able to describe the behavior of trafficlights on each of the intersection so that's maybe building uifor this intersection piece where we allow the user to set atime, or set a--
Conversation Management;2c says students should be able to design eachintersection with or without the option of sensors
Conversation Management;a couple more advanced details is there's the left-êhand turn
Conversation Management;by now we select the intersection, you couldgo to the analytics now. there's a coloring of theintersection as it grows and then the specifics of theanalytics
Conversation Management;it does say...here, every intersection on the map must havetraffic signals, all intersections will be four way. there are not-êintersections. nor one-êway roads.
Conversation Management;i've got some ideas around intersections androads
Conversation Management;okay so students should be ableto choose... students should be able to observe any progress4with their map's timing scheme--okay so that comes back toanalytics
Conversation Management;random number generator is controlling push. andthat happens for every tick.
Conversation Management;so it says here students should be able to choose the trafficdensity they're interested in on a given road
Conversation Management;so this is kind of like our cop rules, right
Conversation Management;so tick happens and changes time, cop is watchingtime
Conversation Management;start, pause, reset. then maybe thenext one will be added on to observe
Conversation Management;that's what we'rekind of doing here
Conversation Management;we have some constraints on the flow of
Conversation Management;we have the notion ofqueuing and de-êqueuing
Conversation Management;we need to design the basic structure of the code thatwill be used to implement the system.
Conversation Management;we now have two 1types of car. straight-êthrough guy and left-êturn, right turn,left-êturn.
Conversation Management;well it does say that something that the user couldcontrol
Conversation Management;well it says the student must be able to simulate traffic flowson the map. students should be able to change the trafficdensity that enters the map on a given road.
Conversation Management;what we have in our model so far is intersectionthat has the light
Conversation Management;and it says there is some package that has some understandingof how speeds
Conversation Management;basically we have three differentóthere's editing themap, building the map is one mode. and then there's buildingthe simulation betweenóand we could use the map too
Conversation Management;but we don't have enoughinformation here. there might be packages out there
Conversation Management;didn't get to the sensors at all
Conversation Management;have up to six intersections.
Conversation Management;i told you the streets, intersections,left and right, i told you traffic patterns, you figure out what thelights are.
Conversation Management;it said we can figure that out.
Conversation Management;oh okay, in the idealcase, the amount of time people spend waiting is minimized bythe chosen settings for the given intersection's traffic lights.
Conversation Management;okay we've assigned speeds,we've moved the roads, we draw the roads, inspectintersections and lights, okay
Conversation Management;okay, create visual map, clean up roads and pattern ofchoosing...
Conversation Management;so one is you want to change the layout of the map, two isyou want to change the parameters you gave us in terms ofspeed and timing, right? and three, you want to run it,
Conversation Management;so that's what i'm saying this is very very highlevel, this is kind of go and build a map, but there is so manyvariables here that would be very hard ahead of time to naildown unless you actually started doing it, and it would be avery iterative process, because you change this thing, and thatchanges something that, you know that changes, it's all veryrelated.
Conversation Management;so you have green, red, left?turn, and orange
Conversation Management;that's kind of where this stuff lives
Conversation Management;the students are going to realize at some point i think,its probably part of the exercise is the professor wants them to,is that you really want your sequences on a given street tofollow a given pattern that enables traffic flow withoutspeeding, and to actually manually enter all that information ishuge
Conversation Management;then we got street and density possibly speeds
Conversation Management;well we've got the visual map of the area
Conversation Management;well, i mean so the end users seem to be the students, and theprofessor.
Conversation Management;you can only change lights, youcan't change the streets
Conversation Management;and so after we've set up this design, thisinput has some properties to define with it. just going to be theflow in essentially as you described. and then you hit go,
Conversation Management;and so we think about, termination of, do we get flow out of thissystem, do we think about
Conversation Management;and so, you fire off youknow sticking our toe into dirty details, you fire off thread foreach input thing, and then each thread input is doing add a car ata particular flow
Conversation Management;but this defines in the data structure that we don't care.
Conversation Management;covers most of our entities at least. what's going on. how theyinteract.
Conversation Management;it says we have to have a protected left
Conversation Management;looks like basically two pieces: the interaction andthe code for map that's able to manipulate road systems with awhole bunch of details.
Conversation Management;map going to have intersections. and then the intersections
Conversation Management;number of cars andtravel time
Conversation Management;so it's interesting becausethe intersection has signals and the intersection has some controlof the signals.
Conversation Management;so we have r1, and so r1 is
Conversation Management;so we start the simulation and it's going to start addingcars until it stops, then it's going to pull it see if there's moreroom.
Conversation Management;so we've decided that lanes, maybe not so significant
Conversation Management;so we've gotÇ-these are kind of the physicsthings, and kind of the abstract things we've got
Conversation Management;too much about the lanes themselves.
Conversation Management;we've got traffic, intersections,
Conversation Management;we've got, you know kind of this set ofused cases about leftÇ-turn, straights
Conversation Management;you have two end points.
Conversation Management;and you said it would be good to have traffic also visualized,
Conversation Management;and velocity, yesÖ visualize at one time, light, trafficÖ
Other;for now we donít have any traffic, right? we have road density.
Other;if you look on the class diagrams we have these intersections and then we have traffic lights and then we have timing behavior.
Other;letís check the other requirements. Ö sensors, okay, traffic can be defined at each intersection, yes. i have promised to read my own writing, traffic density per road, yes okay thatís fine. velocity, okay, velocity should be one part of the road traffic
Other;letís say in general we already added in blue some additional attributes for the traffic. there could be more in the future, which could be of importance
Other;the road layout. so we have the visualization, we have the model, but we donít have talked too much about
Other;we have all data model, we have the view, we have the sketch
Other;we have talked about the road layout, we have road intersections in four-way but it could be also supporting more in the future, we have traffic lights at the intersections, optional we have the sensor attribute. thatís something we have not drawn again, right? so the sensor attribute is road has sensors, right?
Other;and you said it would be good to have traffic also visualized,
Other;and velocity, yesÖ visualize at one time, light, trafficÖ
Other;because basically are two directions here: up and down or left and right
Other;but then we have 2a so they shouldn't be able to set combinations that would result in a crash so that's
Other;i think it is written in one of the part two: combinations of individual signals that would result in crashes should not be allowed.
Other;i think it says somewhere that all the intersection must have traffic lights and all of them are 4 way so i guess the traffic light arrangement would be the same they will all have.
Other;it says students should be able to change the traffic density that enters the map on a given road
Other;it says that the light behavior should able to change based on the input from the sensors
Other;must be able to design each intersection with or without the option of sensors that detect whether any car are present on a given lane
Other;now again it says all interaction, intersections should be four way,
Other;ok, so the requirements, the first bullet point i think would be done with this
Other;so i think with this we will satisfy the task that a roads should be allowed for both to varying length and place and different arrangements of intersections should be created and it is not restricted to a certain amount of intersections, so this should be fine, i think so
Other;we basically provide the user possibility to draw roads and to simplify drawing intersections we would have different kind of symbols so that the user doesnít have to draw nice roads in arrangement properly but there we have an intersection symbol and perhaps we can also provide and additional intersection symbol to be able to differentiate between sensor equipped intersections and none sensor equipped intersections and for the definition of the behavior we have a simplified model which says, ok basically we have two directions like from left to right and right to left, and up and down and down and up, so these are basically behaving in the same way and then the user can define the timing, how long it should be red or orange and green or from red to orange and from green to orange and then there must be some kind of main traffic light so that we know that we start with this one and the other two traffic lights which are affected by this behave accordingly. so for example after 40 seconds or 42 seconds the cars can drive from right to left or left to right and then again after 100 seconds or whatever it switches again and the beginning of a street the user can click in a certain area and if he clicks there he can define a number of cars he wants to spawn in a certain time at a road and the cars would actually be shown with comparatively nice images of cars, comparable to the ones we created like art and yeah i think if an intersection is sensor equipped, that also takes a simplified model into account, like in this case, if it seems, there is no car in 1 and 3 but cars are waiting or entering the sensor zone in 2 or 4 then it could switch the behavior and put the ones on green and the other ones on red so that we avoid having a long period of waiting cars now there are more cars driving, and i am not sure whether i forgot something but, yeah of course we have a play button to start the simulation and the user can zoom in and zoom out and focus on a certain area of the map equivalent to the smartboard software and yeah, i am not sure whether i forgot something.
Other;if we control whether certain intersections evenallow a [inaudible
Other;i suppose if you just had a list of intersections it goesrandomly too
Other;if it's a single lane of traffic, could those left-êturners andstraight-êthrough-êers be queued up in the same queue
Other;if that state is this, then the otherstates are going to be
Other;if the car at thehead of, well the entrance. i guess
Other;if there's a protected left turn thenthese need to be broken up almost.
Other;if they have an intersection here and here
Other;if this is ourcanvass and that's an onramp and that's an off ramp, youhave a special edge intersection
Other;if this road fills up, then even if this is green,this car won't be able to pass
Other;if we ever really neededthis
Other;if we had some sort of--our network can be representedwith a geometry that's in kind of the window so you canscroll around
Other;if we haveintersection then they know about them
Other;if we make the capacity of the geometry and youcould sort of simulate a highway or something
Other;if we want to
Other;if we want to get more sophisticated wecould have sensor logic taking sensor for each in-êroad so thatif say these two are empty then these two just stay greenforever
Other;if we were playing the roles ofarchitect, how to communicate it to--so we
Other;if you could rearrange the networks to get thatslope, you would have
Other;if you double click you can controlthe frequency of the car creation on that road
Other;if you gothrough that's fine and then through that's fine.
Other;if you have multiple lanesthen you could say the left one is always turning left
Other;if you look at a road. it has a queue, right
Other;if you say you have to start with anonramp
Other;if you're thinking graphically, if this iscapacity and wait time, the capacity is going to be graphedsomething like that
Other;if you're visiting anintersection and a road you don't have to be those thingsthere, all that logic is pretty clear there
Other;if youwant to take control, i'd have you say
Other;ifyou want to make it longer or shorter
Other;it depends if there's two lanes or not.
Other;it's almost as if you need to always start with an onramp sothat
Other;it's not full it would be allowed to
Other;let's supposeto you do here to here onramp, off ramp. and so this pointnow we can get an interior, now we've got an interior.
Other;let'ssuppose we make it so every ten ticks the lights change.well, it might be that every five ticks, the sensor is triggered,or something like that.
Other;maybe ifyou select a car, i mean a road, it allows you to edit
Other;numerical decision data. averagewait time, three hours. and i wonder if we want to allowuser control of a clock in the sense that relating the notion ofthis tick time to real time.
Other;say if this is the head. sothe speed controls, like for every tick how many spaces a carcan move
Other;so let's suppose t onerepresent a delta
Other;so then, so suppose, so we're going to have thecars done in one tic right.
Other;so, let's suppose we start with, say this picture is t zero.what would, okay so they can't, let's suppose for a momentthat t zero has all the lights about to change, so in the sensethat wherever i just point in time nothing's moving and we'reshowing x point in time where something has moved sort ofbefore and after state.
Other;suppose you have even a simulationobject, it has a clock and a network and here's the clock andit tells the clock time
Other;thatif a car went from here--so what we'd see right now in ourvisualization is that in queue we see it pop to the front of thequeue
Other;there might be an implicitstep in the network to say to keep the network modelconstraints by introducing an intersection if it needs to at ajunction
Other;there's rules governing if you have two carsgoing into the same road, which goes first per tick,
Other;this road is geometrically shorter, then thisessentially is saying all roads are the same length
Other;when i hit theplay button, it kicks the ticks going and now we have all ofour random number generators feeding cars into thenetwork
Other;you have an analyticspiece looking in and assessing questions like
Other;you're trying to do the yield, you know trying tosimulate the yield rule, right
Other;, if you click on here and double click on here then there'ssome form that
Other;f south has a green arrow, then
Other;if
Other;if the speed on this street is25mph, adding relay, how long should it take you to go thisdistance
Other;if this is green, then y
Other;if we had alittle more time
Other;if you want tosimulate it, you have to know
Other;then
Other;youhave the instance of the car, the car knows where it's going. sothe car comes, and does some sort of hand?shaking with theroad and the road knows it has this
Other;if it doesn't have a sensor it just assumes, justignores the poll
Other;if we continue the hierarchy of the signals, the rules
Other;if you envisioned some sort of[inaudible] package then there'd be sort of this thing you knowthey'd drop a leftÇ-turn signal in there, and a straight signal
Other;if you have a light dictating left, it's always goingto be a left turn and straight and more often
Other;if it blocks, the queue tells it hey i'mfull, that thread has to stop you know and then it's got to pull it tomake it go again
Other;if some carhere is wanting to go straight and this is backed up, they cannot
Other;if the queue is empty on the road, don't trigger it green
Other;if theres a one way road, so basically there's only one endpoint on this road
Other;if theres no traffic
