Dimension;Transcription
Active Discussion;i think perhaps we can
Active Discussion;i think the more interesting and the more challenging part is behavior of the traffic lights
Active Discussion;i would like this to be an intersection automatically
Conversation Management;maybe itís enough to set those
Conversation Management;maybe we have a delay where nothing happens and then it just goes through the flow here and when that one is done it jumps to the up and down again, because as you said, up and down and left and right will be the same, right?
Conversation Management;mean depending on how it works, yeah, exactly, so do we have to prevent them to be both, they shouldnít be green at the same time, thatís an obvious one, but could they be orange at the same time but in different phases, one before it turns red and one before it turns green.
Conversation Management;mean the traffic lights look good now, i think
Conversation Management;mean, this one turning red, that one that we were talking about, could trigger the flow in this one
Conversation Management;o maybe it should be, only enters at end of roads somewhere
Conversation Management;ok itís a bad idea to arrange it according to the direction of the lane
Conversation Management;or should we just say here, here you just spawn cars, oh no, another way, here and here and here and here
Conversation Management;so i am thinking, how to represent the sequence because if you have it like that you can have like a box here or somewhere else which says, ok, this sequence is triggered by signal two becoming green.
Conversation Management;so i think perhaps we can just focus on the traffic light and the description of the behavior before we draw anything again
Conversation Management;so i think, whatís possible, correct me if you disCreative Conflict, it might be possible that there is no car on lane 1 and there are cars on lane 3, so just because no cars one lane 1 does mean that you can turn traffic light 2 to green, because if a car is at 3 then there might be an accident by this.
Conversation Management;so in this case it is like in 1 has no, 1 no car and three no car, so you can turn 2 and 4, i donít know, something like this.
Conversation Management;so once again before we can probably, or how is it done? we need to consider those, both traffic lights again so, so this one and this one, another simplified version
Conversation Management;so we do not need to, the user doesnít need to draw a new kind of symbol as similar to the net but itís
Conversation Management;so yo click on it and then you set that
Conversation Management;so, yeah, some way of indicating where it will start
Conversation Management;t they could just cross the traffic lights and also next to them
Conversation Management;that you define it in the user interface if you if you describe the behavior, perhaps like, i donít know. i mean it may just probably not, perhaps not a main for reference
Conversation Management;then letís say that maybe there is a delay before the other starts it sequence being orange and then
Conversation Management;then our system would need to detect this and put, i guess, switch this to, i donít know, orange or, i think itís a problem that you could draw, this problems my draw, something was wrong before, so we would probably need to change this to red light and then this to orange or green and this switching right.
Conversation Management;then you can say that ok this sequence is triggered by this signal turning green for example so when this other turns green then the sequence will go and then you can have
Conversation Management;we could actually draw some kind of car symbol there
Conversation Management;we just have to, like one traffic light at the beginning, something like this. so then we know for sure that the first car can drive up here, so some other car can also for 35 seconds at least.
Conversation Management;we say 45 and then i donít know, maybe we set orange afterwards as well, so this is that one that this, that one we talked about first, the one going down and up, when that one is red, this flow triggers, so it just goes back and forth and then maybe as you said
Conversation Management;yeah, main or start or whatever
Conversation Management;yes, a minimap
Conversation Management;you should be able to say how many cars per or something it should create
Conversation Management;i want to basically i want to controlaspects of the intersection
Conversation Management;probably need to talk to professor e alittle more about that.
Conversation Management;put it up there.
Conversation Management;want to draw something?
Conversation Management;what i would do is
Conversation Management;do you want to do it or should i continue?
Conversation Management;do you want to model as use case?
Conversation Management;i start with a map?
Conversation Management;maybe just call it tool box or something like that
Conversation Management;should we do a drawing for that or
Conversation Management;should we draw it in detail or do we just make a statement on what we have, what needs to be visualized, the roads, the traffic lights and the cars
Conversation Management;then i remove the drawings of the roads?
Conversation Management;we could do just a mock up if you like
Conversation Management;you want me to try? okay
Conversation Management;no, no go ahead.
Conversation Management;perhaps you can do the intersections
Conversation Management;was thinking, up to this point we'vesaid intersections contain the roads
Conversation Management;, it saysstudents must be able to describe the behavior of trafficlights on each of the intersection so that's maybe building uifor this intersection piece where we allow the user to set atime, or set a--
Conversation Management;2c says students should be able to design eachintersection with or without the option of sensors
Conversation Management;a couple more advanced details is there's the left-êhand turn
Conversation Management;by now we select the intersection, you couldgo to the analytics now. there's a coloring of theintersection as it grows and then the specifics of theanalytics
Conversation Management;it does say...here, every intersection on the map must havetraffic signals, all intersections will be four way. there are not-êintersections. nor one-êway roads.
Conversation Management;i've got some ideas around intersections androads
Conversation Management;okay so students should be ableto choose... students should be able to observe any progress4with their map's timing scheme--okay so that comes back toanalytics
Conversation Management;random number generator is controlling push. andthat happens for every tick.
Conversation Management;so it says here students should be able to choose the trafficdensity they're interested in on a given road
Conversation Management;so this is kind of like our cop rules, right
Conversation Management;so tick happens and changes time, cop is watchingtime
Conversation Management;start, pause, reset. then maybe thenext one will be added on to observe
Conversation Management;that's what we'rekind of doing here
Conversation Management;we have some constraints on the flow of
Conversation Management;we have the notion ofqueuing and de-êqueuing
Conversation Management;we need to design the basic structure of the code thatwill be used to implement the system.
Conversation Management;we now have two 1types of car. straight-êthrough guy and left-êturn, right turn,left-êturn.
Conversation Management;well it does say that something that the user couldcontrol
Conversation Management;well it says the student must be able to simulate traffic flowson the map. students should be able to change the trafficdensity that enters the map on a given road.
Conversation Management;what we have in our model so far is intersectionthat has the light
Conversation Management;and it says there is some package that has some understandingof how speeds
Conversation Management;basically we have three differentóthere's editing themap, building the map is one mode. and then there's buildingthe simulation betweenóand we could use the map too
Conversation Management;but we don't have enoughinformation here. there might be packages out there
Conversation Management;didn't get to the sensors at all
Conversation Management;have up to six intersections.
Conversation Management;i told you the streets, intersections,left and right, i told you traffic patterns, you figure out what thelights are.
Conversation Management;it said we can figure that out.
Conversation Management;oh okay, in the idealcase, the amount of time people spend waiting is minimized bythe chosen settings for the given intersection's traffic lights.
Conversation Management;okay we've assigned speeds,we've moved the roads, we draw the roads, inspectintersections and lights, okay
Conversation Management;okay, create visual map, clean up roads and pattern ofchoosing...
Conversation Management;so one is you want to change the layout of the map, two isyou want to change the parameters you gave us in terms ofspeed and timing, right? and three, you want to run it,
Conversation Management;so that's what i'm saying this is very very highlevel, this is kind of go and build a map, but there is so manyvariables here that would be very hard ahead of time to naildown unless you actually started doing it, and it would be avery iterative process, because you change this thing, and thatchanges something that, you know that changes, it's all veryrelated.
Conversation Management;so you have green, red, left?turn, and orange
Conversation Management;that's kind of where this stuff lives
Conversation Management;the students are going to realize at some point i think,its probably part of the exercise is the professor wants them to,is that you really want your sequences on a given street tofollow a given pattern that enables traffic flow withoutspeeding, and to actually manually enter all that information ishuge
Conversation Management;then we got street and density possibly speeds
Conversation Management;well we've got the visual map of the area
Conversation Management;well, i mean so the end users seem to be the students, and theprofessor.
Conversation Management;you can only change lights, youcan't change the streets
Conversation Management;and so after we've set up this design, thisinput has some properties to define with it. just going to be theflow in essentially as you described. and then you hit go,
Conversation Management;and so we think about, termination of, do we get flow out of thissystem, do we think about
Conversation Management;and so, you fire off youknow sticking our toe into dirty details, you fire off thread foreach input thing, and then each thread input is doing add a car ata particular flow
Conversation Management;but this defines in the data structure that we don't care.
Conversation Management;covers most of our entities at least. what's going on. how theyinteract.
Conversation Management;it says we have to have a protected left
Conversation Management;looks like basically two pieces: the interaction andthe code for map that's able to manipulate road systems with awhole bunch of details.
Conversation Management;map going to have intersections. and then the intersections
Conversation Management;number of cars andtravel time
Conversation Management;so it's interesting becausethe intersection has signals and the intersection has some controlof the signals.
Conversation Management;so we have r1, and so r1 is
Conversation Management;so we start the simulation and it's going to start addingcars until it stops, then it's going to pull it see if there's moreroom.
Conversation Management;so we've decided that lanes, maybe not so significant
Conversation Management;so we've gotÇ-these are kind of the physicsthings, and kind of the abstract things we've got
Conversation Management;too much about the lanes themselves.
Conversation Management;we've got traffic, intersections,
Conversation Management;we've got, you know kind of this set ofused cases about leftÇ-turn, straights
Conversation Management;you have two end points.
Conversation Management;and you said it would be good to have traffic also visualized,
Conversation Management;and velocity, yesÖ visualize at one time, light, trafficÖ
Creative Conflict;for now we donít have any traffic, right? we have road density.
Creative Conflict;if you look on the class diagrams we have these intersections and then we have traffic lights and then we have timing behavior.
Creative Conflict;letís check the other requirements. Ö sensors, okay, traffic can be defined at each intersection, yes. i have promised to read my own writing, traffic density per road, yes okay thatís fine. velocity, okay, velocity should be one part of the road traffic
Creative Conflict;letís say in general we already added in blue some additional attributes for the traffic. there could be more in the future, which could be of importance
Creative Conflict;the road layout. so we have the visualization, we have the model, but we donít have talked too much about
Creative Conflict;we have all data model, we have the view, we have the sketch
Creative Conflict;we have talked about the road layout, we have road intersections in four-way but it could be also supporting more in the future, we have traffic lights at the intersections, optional we have the sensor attribute. thatís something we have not drawn again, right? so the sensor attribute is road has sensors, right?
Creative Conflict;and you said it would be good to have traffic also visualized,
Creative Conflict;and velocity, yesÖ visualize at one time, light, trafficÖ
Creative Conflict;because basically are two directions here: up and down or left and right
Creative Conflict;but then we have 2a so they shouldn't be able to set combinations that would result in a crash so that's
Creative Conflict;i think it is written in one of the part two: combinations of individual signals that would result in crashes should not be allowed.
Creative Conflict;i think it says somewhere that all the intersection must have traffic lights and all of them are 4 way so i guess the traffic light arrangement would be the same they will all have.
Creative Conflict;it says students should be able to change the traffic density that enters the map on a given road
Creative Conflict;it says that the light behavior should able to change based on the input from the sensors
Creative Conflict;must be able to design each intersection with or without the option of sensors that detect whether any car are present on a given lane
Creative Conflict;now again it says all interaction, intersections should be four way,
Creative Conflict;ok, so the requirements, the first bullet point i think would be done with this
Creative Conflict;so i think with this we will satisfy the task that a roads should be allowed for both to varying length and place and different arrangements of intersections should be created and it is not restricted to a certain amount of intersections, so this should be fine, i think so
Creative Conflict;we basically provide the user possibility to draw roads and to simplify drawing intersections we would have different kind of symbols so that the user doesnít have to draw nice roads in arrangement properly but there we have an intersection symbol and perhaps we can also provide and additional intersection symbol to be able to differentiate between sensor equipped intersections and none sensor equipped intersections and for the definition of the behavior we have a simplified model which says, ok basically we have two directions like from left to right and right to left, and up and down and down and up, so these are basically behaving in the same way and then the user can define the timing, how long it should be red or orange and green or from red to orange and from green to orange and then there must be some kind of main traffic light so that we know that we start with this one and the other two traffic lights which are affected by this behave accordingly. so for example after 40 seconds or 42 seconds the cars can drive from right to left or left to right and then again after 100 seconds or whatever it switches again and the beginning of a street the user can click in a certain area and if he clicks there he can define a number of cars he wants to spawn in a certain time at a road and the cars would actually be shown with comparatively nice images of cars, comparable to the ones we created like art and yeah i think if an intersection is sensor equipped, that also takes a simplified model into account, like in this case, if it seems, there is no car in 1 and 3 but cars are waiting or entering the sensor zone in 2 or 4 then it could switch the behavior and put the ones on green and the other ones on red so that we avoid having a long period of waiting cars now there are more cars driving, and i am not sure whether i forgot something but, yeah of course we have a play button to start the simulation and the user can zoom in and zoom out and focus on a certain area of the map equivalent to the smartboard software and yeah, i am not sure whether i forgot something.
Creative Conflict;if we control whether certain intersections evenallow a [inaudible
Creative Conflict;i suppose if you just had a list of intersections it goesrandomly too
Creative Conflict;if it's a single lane of traffic, could those left-êturners andstraight-êthrough-êers be queued up in the same queue
Creative Conflict;if that state is this, then the otherstates are going to be
Creative Conflict;if the car at thehead of, well the entrance. i guess
Creative Conflict;if there's a protected left turn thenthese need to be broken up almost.
Creative Conflict;if they have an intersection here and here
Creative Conflict;if this is ourcanvass and that's an onramp and that's an off ramp, youhave a special edge intersection
Creative Conflict;if this road fills up, then even if this is green,this car won't be able to pass
Creative Conflict;if we ever really neededthis
Creative Conflict;if we had some sort of--our network can be representedwith a geometry that's in kind of the window so you canscroll around
Creative Conflict;if we haveintersection then they know about them
Creative Conflict;if we make the capacity of the geometry and youcould sort of simulate a highway or something
Creative Conflict;if we want to
Creative Conflict;if we want to get more sophisticated wecould have sensor logic taking sensor for each in-êroad so thatif say these two are empty then these two just stay greenforever
Creative Conflict;if we were playing the roles ofarchitect, how to communicate it to--so we
Creative Conflict;if you could rearrange the networks to get thatslope, you would have
Creative Conflict;if you double click you can controlthe frequency of the car creation on that road
Creative Conflict;if you gothrough that's fine and then through that's fine.
Creative Conflict;if you have multiple lanesthen you could say the left one is always turning left
Creative Conflict;if you look at a road. it has a queue, right
Creative Conflict;if you say you have to start with anonramp
Creative Conflict;if you're thinking graphically, if this iscapacity and wait time, the capacity is going to be graphedsomething like that
Creative Conflict;if you're visiting anintersection and a road you don't have to be those thingsthere, all that logic is pretty clear there
Creative Conflict;if youwant to take control, i'd have you say
Creative Conflict;ifyou want to make it longer or shorter
Creative Conflict;it depends if there's two lanes or not.
Creative Conflict;it's almost as if you need to always start with an onramp sothat
Creative Conflict;it's not full it would be allowed to
Creative Conflict;let's supposeto you do here to here onramp, off ramp. and so this pointnow we can get an interior, now we've got an interior.
Creative Conflict;let'ssuppose we make it so every ten ticks the lights change.well, it might be that every five ticks, the sensor is triggered,or something like that.
Creative Conflict;maybe ifyou select a car, i mean a road, it allows you to edit
Creative Conflict;numerical decision data. averagewait time, three hours. and i wonder if we want to allowuser control of a clock in the sense that relating the notion ofthis tick time to real time.
Creative Conflict;say if this is the head. sothe speed controls, like for every tick how many spaces a carcan move
Creative Conflict;so let's suppose t onerepresent a delta
Creative Conflict;so then, so suppose, so we're going to have thecars done in one tic right.
Creative Conflict;so, let's suppose we start with, say this picture is t zero.what would, okay so they can't, let's suppose for a momentthat t zero has all the lights about to change, so in the sensethat wherever i just point in time nothing's moving and we'reshowing x point in time where something has moved sort ofbefore and after state.
Creative Conflict;suppose you have even a simulationobject, it has a clock and a network and here's the clock andit tells the clock time
Creative Conflict;thatif a car went from here--so what we'd see right now in ourvisualization is that in queue we see it pop to the front of thequeue
Creative Conflict;there might be an implicitstep in the network to say to keep the network modelconstraints by introducing an intersection if it needs to at ajunction
Creative Conflict;there's rules governing if you have two carsgoing into the same road, which goes first per tick,
Creative Conflict;this road is geometrically shorter, then thisessentially is saying all roads are the same length
Creative Conflict;when i hit theplay button, it kicks the ticks going and now we have all ofour random number generators feeding cars into thenetwork
Creative Conflict;you have an analyticspiece looking in and assessing questions like
Creative Conflict;you're trying to do the yield, you know trying tosimulate the yield rule, right
Creative Conflict;, if you click on here and double click on here then there'ssome form that
Creative Conflict;f south has a green arrow, then
Creative Conflict;if
Creative Conflict;if the speed on this street is25mph, adding relay, how long should it take you to go thisdistance
Creative Conflict;if this is green, then y
Creative Conflict;if we had alittle more time
Creative Conflict;if you want tosimulate it, you have to know
Creative Conflict;then
Creative Conflict;youhave the instance of the car, the car knows where it's going. sothe car comes, and does some sort of hand?shaking with theroad and the road knows it has this
Creative Conflict;if it doesn't have a sensor it just assumes, justignores the poll
Creative Conflict;if we continue the hierarchy of the signals, the rules
Creative Conflict;if you envisioned some sort of[inaudible] package then there'd be sort of this thing you knowthey'd drop a leftÇ-turn signal in there, and a straight signal
Creative Conflict;if you have a light dictating left, it's always goingto be a left turn and straight and more often
Creative Conflict;if it blocks, the queue tells it hey i'mfull, that thread has to stop you know and then it's got to pull it tomake it go again
Creative Conflict;if some carhere is wanting to go straight and this is backed up, they cannot
Creative Conflict;if the queue is empty on the road, don't trigger it green
Creative Conflict;if theres a one way road, so basically there's only one endpoint on this road
Creative Conflict;if theres no traffic
Creative Conflict;if there's no traffic, neverturn it green.
Creative Conflict;if this road fills up, it's going to have to know i'm full, i can'taccept anymore traffic coming down my way.
Creative Conflict;if we just say has the car,and then the rules come in here whether it's sensored or nonsensored.
Creative Conflict;if we make the assumption that we're not going to have so a twolaneroad that turns into a oneÇ-lane road, i think we're fineÇ-
Creative Conflict;if we think about, you know,somebody is going to say start feeding cars in here, and then thisguy has to say hey i'm full, stop
Creative Conflict;if you have one lane, you don't really run intoreality
Creative Conflict;if you're going to get back up here youcould potentially back it up into the next intersection dependingon this length here which is going to
Creative Conflict;if you'renot, if you don't want a sensor, they said they can have withoutsensors, then it's completely time based.
Creative Conflict;if youthink of this as kind of an encapsulated entity then it's not goingto know about this.
Creative Conflict;ifyou have a full lane everywhere in the intersection so everythingfits they're two lanes at that point.
Creative Conflict;mean if you think of, you know desktop or
Creative Conflict;so if an intersection has a sensor, thenÇ-i think is that assimple as this intersection having api with the road calls?
Creative Conflict;this has a length, it never overflows, you know iften, five cars can fit then it's all
Creative Conflict;you follow thepercentage model then we can just calculate what that wouldmean for the entry source of cars coming in.
Creative Conflict;i mean if we view a road that is the whole thing, the whole map, i mean it could have multiple intersections,
Creative Conflict;if later on we have something not just four way but with this t-crossing, then we should easily be able to support this
Creative Conflict;if the map is changing in a way that you add another intersection in between the appearances of roads are recalculated, but this then is a letís say more complex part and you need to copy the attributes and so on so it shouldnít be so difficult
Creative Conflict;if the system is working, then additional things will be requested and itís better to have it already separated instead of putting all in one class
Creative Conflict;if we are going for a more model-view-controller pattern or something like that maybe we want to separate the visualization in some sense
Creative Conflict;if we want to make it more advanced in the future like you said with the more detailed definition of traffic for which kind of cars and so on we already have the right entry
Creative Conflict;if we want to take the five we can make it even easier and say that roads have a single attribute saying density or something like that
Creative Conflict;if you follow the assignment i mean there is specifically mentioned traffic density for the roads, but then it wonít be as easy to calculate something like system throughput or anything like that so it could also be hard to simulate letís say the time it takes for a single car from point a to point b
Creative Conflict;if you move the intersection the road will become longer so i guess the velocity will have a different impact on the total throughput.
Creative Conflict;if you want to evaluate traffic, evaluate the performance of the traffic lights as a system itself
Creative Conflict;mean if you only have one visual element then there is no point for it
Creative Conflict;so if we donít have any traffic model per se we are only talking about how much density there is on a single road
Conversation Management;so then if i add a third road, then i would have this
Conversation Management;i mean if we view a road that is the whole thing, the whole map, i mean it could have multiple intersections,
Conversation Management;if later on we have something not just four way but with this t-crossing, then we should easily be able to support this
Conversation Management;if the map is changing in a way that you add another intersection in between the appearances of roads are recalculated, but this then is a letís say more complex part and you need to copy the attributes and so on so it shouldnít be so difficult
Conversation Management;if the system is working, then additional things will be requested and itís better to have it already separated instead of putting all in one class
Conversation Management;if we are going for a more model-view-controller pattern or something like that maybe we want to separate the visualization in some sense
Conversation Management;if we want to make it more advanced in the future like you said with the more detailed definition of traffic for which kind of cars and so on we already have the right entry
Conversation Management;if we want to take the five we can make it even easier and say that roads have a single attribute saying density or something like that
Conversation Management;if you follow the assignment i mean there is specifically mentioned traffic density for the roads, but then it wonít be as easy to calculate something like system throughput or anything like that so it could also be hard to simulate letís say the time it takes for a single car from point a to point b
Conversation Management;if you move the intersection the road will become longer so i guess the velocity will have a different impact on the total throughput.
Conversation Management;if you want to evaluate traffic, evaluate the performance of the traffic lights as a system itself
Conversation Management;mean if you only have one visual element then there is no point for it
Conversation Management;so if we donít have any traffic model per se we are only talking about how much density there is on a single road
Conversation Management;if it was green before, we have to change
Conversation Management;if we select
Conversation Management;if we, first time when you draw something and then try to play
Conversation Management;meant that if we want to detect it automatically we have to say
Conversation Management;if the user has to use the intersection symbol then we could definitely do it like this
Conversation Management;if you assign like some kind of ids or whatsoever to the traffic light then perhaps one traffic light could reference another traffic light and the theoretically.
Conversation Management;if you draw road here it should, you should be
Conversation Management;if you know it then you can take it into account
Conversation Management;if you set, if you set the one with the arrow, if you set that one to being green 30 seconds then you know that that one the other one is up and down right
Conversation Management;if you will start simulation
Conversation Management;mean if we consider our example, i mean in some way, letís just
Conversation Management;so create a crash if this car would drive here
Conversation Management;so if you can set how long the one that you draw an arrow to if she said this one to 20 seconds green and maybe orange or yellow,
Conversation Management;assess the load on an9intersection
Conversation Management;okay so it says that's up to us
Conversation Management;was thinking, up to this point we'vesaid intersections contain the roads
Conversation Management;, it saysstudents must be able to describe the behavior of trafficlights on each of the intersection so that's maybe building uifor this intersection piece where we allow the user to set atime, or set a--
Conversation Management;2c says students should be able to design eachintersection with or without the option of sensors
Conversation Management;a couple more advanced details is there's the left-êhand turn
Conversation Management;and nowshould we try
Conversation Management;and then come up with progressively--start off with thesimplest user story, and then progressively add user stories3and then maybe have pictures to illustrate how in our systemthose user stories will be achieved
Conversation Management;at least we can go through it right now. a few tables
Conversation Management;by now we select the intersection, you couldgo to the analytics now. there's a coloring of theintersection as it grows and then the specifics of theanalytics
Conversation Management;fifteen minutes into documenting,talking about the engineering design, code structure
Conversation Management;get a little more sophisticated.
Conversation Management;i guess the other thing that would be--the other big piecehere is analytics,
Conversation Management;i guess we should write some of these things down.
Conversation Management;i was thinking we could startwith what we have now and fall on a user story of runningthis simulation now.
Conversation Management;i'm sort of reminded of the fact that we're supposed to allowlights to have sets of rules
Conversation Management;i'm wondering with half an hour left if we need to thinkabout how to--
Conversation Management;it does say...here, every intersection on the map must havetraffic signals, all intersections will be four way. there are not-êintersections. nor one-êway roads.
Conversation Management;i've got some ideas around intersections androads
Conversation Management;let's go back to the model6for a second
Conversation Management;let's sketch a ui
Conversation Management;maybe we can peg that for the moment and introducethat as we flush this out
Conversation Management;maybe we can peg that for the moment and introducethat as we flush this out.
Conversation Management;maybe we can use this space.
Conversation Management;maybe we should start talking about the u
Conversation Management;okay so students should be ableto choose... students should be able to observe any progress4with their map's timing scheme--okay so that comes back toanalytics
Conversation Management;okay this is getting morecomplicated
Conversation Management;one thing i didn't think of is the popping,
Conversation Management;random number generator is controlling push. andthat happens for every tick.
Conversation Management;should we start soon?
Conversation Management;so basic--design a basic structure of code.so to me, that's where we've got the model. the model anda little bit of how controller controls the model.
Conversation Management;so it says here students should be able to choose the trafficdensity they're interested in on a given road
Conversation Management;so should we talk about end [inaudible
Conversation Management;so this is kind of like our cop rules, right
Conversation Management;so tick happens and changes time, cop is watchingtime
Conversation Management;start, pause, reset. then maybe thenext one will be added on to observe
Conversation Management;that's what we'rekind of doing here
Conversation Management;we have some constraints on the flow of
Conversation Management;we have the notion ofqueuing and de-êqueuing
Conversation Management;we need to design the basic structure of the code thatwill be used to implement the system.
Conversation Management;we now have two 1types of car. straight-êthrough guy and left-êturn, right turn,left-êturn.
Conversation Management;well it does say that something that the user couldcontrol
Conversation Management;well it says the student must be able to simulate traffic flowson the map. students should be able to change the trafficdensity that enters the map on a given road.
Conversation Management;well let's stick to the grid
Conversation Management;well now, intersection class
Conversation Management;we'll tackle that when we get there
Conversation Management;well we can write that down
Conversation Management;what we have in our model so far is intersectionthat has the light
Conversation Management;where's the first place to start?
Conversation Management;yeah maybe let's start with thenetwork
Conversation Management;and it says there is some package that has some understandingof how speeds
Conversation Management;basically we have three differentóthere's editing themap, building the map is one mode. and then there's buildingthe simulation betweenóand we could use the map too
Conversation Management;but we don't have enoughinformation here. there might be packages out there
Conversation Management;didn't get to the sensors at all
Conversation Management;does the professor want the students to learn that through trialand error
Conversation Management;goal is that as many cars are moving at any given time asclose to speed limit as possible
Conversation Management;have up to six intersections.
Conversation Management;here
Conversation Management;his is always the point where i'm scared toerase the board. we need to take a picture of that.
Conversation Management;i told you the streets, intersections,left and right, i told you traffic patterns, you figure out what thelights are.
Conversation Management;it said we can figure that out.
Conversation Management;it's kind of like i go back, like what is exactly theoutput, you kno
Conversation Management;it's messier than usual whiteboards.
Conversation Management;letme erase over here. it's this stuff that i'm worried about. it'skind of sketchy.
Conversation Management;lets assume this, lets assume it's inside a city so...
Conversation Management;lets see, lets see
Conversation Management;oh okay, in the idealcase, the amount of time people spend waiting is minimized bythe chosen settings for the given intersection's traffic lights.
Conversation Management;okay we've assigned speeds,we've moved the roads, we draw the roads, inspectintersections and lights, okay
Conversation Management;okay, create visual map, clean up roads and pattern ofchoosing...
Conversation Management;so one is you want to change the layout of the map, two isyou want to change the parameters you gave us in terms ofspeed and timing, right? and three, you want to run it,
Conversation Management;so that's what i'm saying this is very very highlevel, this is kind of go and build a map, but there is so manyvariables here that would be very hard ahead of time to naildown unless you actually started doing it, and it would be avery iterative process, because you change this thing, and thatchanges something that, you know that changes, it's all veryrelated.
Conversation Management;so you have green, red, left?turn, and orange
Conversation Management;summarize the unclaritiesthat we had for professor e
Conversation Management;that's kind of where this stuff lives
Conversation Management;the students are going to realize at some point i think,its probably part of the exercise is the professor wants them to,is that you really want your sequences on a given street tofollow a given pattern that enables traffic flow withoutspeeding, and to actually manually enter all that information ishuge
Conversation Management;then cars
Conversation Management;then we got street and density possibly speeds
Conversation Management;this is something where i'd go back to the customer and tryand figure out
Conversation Management;this is when i pull out my camera
Conversation Management;this is why we need to check with theprofessor again
Conversation Management;well and i can also see how, in either case
Conversation Management;well we've got the visual map of the area
Conversation Management;well, i mean so the end users seem to be the students, and theprofessor.
Conversation Management;well, i was going to leave the arrow out fo
Conversation Management;where are you drawing
Conversation Management;yeah, i feel like this stuff over here
Conversation Management;you can only change lights, youcan't change the streets
Conversation Management;let's see what other data do we pull out
Conversation Management;and since it's a multiÇ-intersection problem
Conversation Management;and so after we've set up this design, thisinput has some properties to define with it. just going to be theflow in essentially as you described. and then you hit go,
Conversation Management;and so we think about, termination of, do we get flow out of thissystem, do we think about
Conversation Management;and so, you fire off youknow sticking our toe into dirty details, you fire off thread foreach input thing, and then each thread input is doing add a car ata particular flow
Conversation Management;but this defines in the data structure that we don't care.
Conversation Management;call it a [inaudible] requirement. cool. let's check for anyother...
Conversation Management;concerned with too much detail before weevenÇ-otherwise we're going to cut stuff out.
Conversation Management;covers most of our entities at least. what's going on. how theyinteract.
Conversation Management;figure out if roads connect tointersections, traffic contains, lets think about containment a littlebit here
Conversation Management;i think we haveÇ-we can probably numerate the rules we'regoing to need too.
Conversation Management;i want to start by hearing your summary of this
Conversation Management;it says we have to have a protected left
Conversation Management;let's dive into that a little bit.
Conversation Management;let's explore that
Conversation Management;lets look for error
Conversation Management;let's put it in there and we'll capture that.
Conversation Management;let's take that oneout
Conversation Management;let'sfocus on kind of
Conversation Management;looks like basically two pieces: the interaction andthe code for map that's able to manipulate road systems with awhole bunch of details.
Conversation Management;map going to have intersections. and then the intersections
Conversation Management;next question
Conversation Management;number of cars andtravel time
Conversation Management;rules for the signals.
Conversation Management;so it's interesting becausethe intersection has signals and the intersection has some controlof the signals.
Conversation Management;so let's hide that detail. [inaudible].
Conversation Management;so nowcome back up, what big concepts haven't we captured yet
Conversation Management;so we have r1, and so r1 is
Conversation Management;so we start the simulation and it's going to start addingcars until it stops, then it's going to pull it see if there's moreroom.
Conversation Management;so we've decided that lanes, maybe not so significant
Conversation Management;so we've gotÇ-these are kind of the physicsthings, and kind of the abstract things we've got
Conversation Management;start twoengineers on the model, one engineer on the ui. get the modelgoing ahead. cool.
Conversation Management;the next step i would do is to
Conversation Management;too much about the lanes themselves.
Conversation Management;we need to think about the big picture
Conversation Management;we should model that
Conversation Management;we've got traffic, intersections,
Conversation Management;we've got, you know kind of this set ofused cases about leftÇ-turn, straights
Conversation Management;you have two end points.
Conversation Management;and you said it would be good to have traffic also visualized,
Conversation Management;guess we are also finished regarding the time, i guess we can stop here.
Conversation Management;i guess we can just restart
Conversation Management;i mean best we have 20 minutes.
Conversation Management;it could be some kind of traffic connected but we can also just leave it for now
Conversation Management;maybe we can remove it afterwards for other discussions?
Conversation Management;say okay we do a different tree on the right side which is just the overall items and these could be specific items which are road.
Conversation Management;should we go lower again and restart from the beginning, i donít think itís too difficult.
Conversation Management;ah okay, we have some time left. thirty minutes, okay
Conversation Management;and velocity, yesÖ visualize at one time, light, trafficÖ
Conversation Management;but i just mark it blue to say we think it would be useful and should we go in this direction but to make a clear difference to what was our initial purpose regarding the requirements
Conversation Management;but i would make a statement like, what is it, zoom out, view and the model ad in between there should be some kind of controller, i put it here.
Conversation Management;but it really relates to exactly how ambitious we are
Conversation Management;but this should be something we keep in mind saying thatÖ maybe i can write it here that this needs to be recalculated
Conversation Management;do we have other items we are currently missing?
Conversation Management;for now we donít have any traffic, right? we have road density.
Conversation Management;how longÖ should we do this to 10.30?
Conversation Management;how much time is left? 10.30?
Conversation Management;i can also do it in blue as it is not part of the requirements.
Conversation Management;i mean letís take your example here. let me draw
Conversation Management;i think, i mean from the mental point of view i mean we are more or less done even if we define the controller and some use cases itís more boiler plate type of things.
Conversation Management;i will draw traffic, traffic light and traffic light behavior in parallel
Conversation Management;i would say itís too much, we donít get this done in time.
Conversation Management;i would take something like blue to highlight something which is currently not directly in the requirements
Conversation Management;if you look on the class diagrams we have these intersections and then we have traffic lights and then we have timing behavior.
